Date,Energy_Consumption,Temperature,Day_Type,Month,Hour,Season,Renewable_Energy_Contribution,Holiday_Flag,Economic_Activity_Index
2022-01-09 12:00:00,3662.66,17.3,Weekend,1,12,Winter,33.9,0,1.12
2022-01-09 13:00:00,3699.11,15.0,Weekend,1,13,Winter,56.1,0,1.17
2022-01-09 14:00:00,3666.93,15.2,Weekend,1,14,Winter,48.9,0,1.17
2022-01-09 15:00:00,3026.71,15.3,Weekend,1,15,Winter,19.6,0,1.0
2022-01-09 16:00:00,3199.73,13.5,Weekend,1,16,Winter,32.7,0,0.95
2022-01-09 17:00:00,3862.56,21.2,Weekend,1,17,Winter,42.9,0,0.93
2022-01-09 18:00:00,4902.25,16.4,Weekend,1,18,Winter,21.9,0,1.1
2022-01-09 19:00:00,5179.91,17.0,Weekend,1,19,Winter,36.0,0,1.08
2022-01-09 20:00:00,4327.16,14.6,Weekend,1,20,Winter,26.9,0,0.98
2022-01-09 21:00:00,5105.86,14.6,Weekend,1,21,Winter,47.3,0,1.15
2022-01-09 22:00:00,2246.49,14.0,Weekend,1,22,Winter,27.6,0,1.08
2022-01-09 23:00:00,1992.48,17.2,Weekend,1,23,Winter,48.6,0,0.88
2022-01-10 00:00:00,2481.81,14.9,Weekday,1,0,Winter,36.3,0,0.99
2022-01-10 01:00:00,2631.81,18.7,Weekday,1,1,Winter,31.7,0,1.23
2022-01-10 02:00:00,2788.25,12.6,Weekday,1,2,Winter,33.1,0,0.96
2022-01-10 03:00:00,2789.19,15.2,Weekday,1,3,Winter,33.3,0,1.05
2022-01-10 04:00:00,2554.25,24.3,Weekday,1,4,Winter,28.5,0,0.98
2022-01-10 05:00:00,2680.09,18.8,Weekday,1,5,Winter,39.3,0,1.22
2022-01-10 06:00:00,6166.0,18.5,Weekday,1,6,Winter,41.6,0,1.14
2022-01-10 07:00:00,6058.18,19.9,Weekday,1,7,Winter,47.2,0,1.15
2022-01-10 08:00:00,5637.2,16.2,Weekday,1,8,Winter,45.5,0,1.05
2022-01-10 09:00:00,5593.35,17.8,Weekday,1,9,Winter,33.7,0,0.99
2022-01-10 10:00:00,4171.95,17.3,Weekday,1,10,Winter,19.8,0,1.04
2022-01-10 11:00:00,4763.03,18.6,Weekday,1,11,Winter,30.3,0,1.25
2022-01-10 12:00:00,4658.24,17.5,Weekday,1,12,Winter,32.5,0,1.19
2022-01-10 13:00:00,4020.79,18.5,Weekday,1,13,Winter,29.0,0,1.05
2022-01-10 14:00:00,3287.37,19.9,Weekday,1,14,Winter,34.8,0,0.93
2022-01-10 15:00:00,3335.23,20.3,Weekday,1,15,Winter,27.8,0,0.88
2022-01-10 16:00:00,4259.99,21.4,Weekday,1,16,Winter,27.9,0,1.03
2022-01-10 17:00:00,4729.36,12.4,Weekday,1,17,Winter,37.8,0,0.81
2022-01-10 18:00:00,6298.4,13.6,Weekday,1,18,Winter,35.9,0,1.1
2022-01-10 19:00:00,6577.23,12.9,Weekday,1,19,Winter,39.9,0,1.12
2022-01-10 20:00:00,4850.42,22.3,Weekday,1,20,Winter,18.2,0,0.93
2022-01-10 21:00:00,5894.99,16.6,Weekday,1,21,Winter,31.0,0,1.06
2022-01-10 22:00:00,3191.47,13.0,Weekday,1,22,Winter,32.6,0,1.18
2022-01-10 23:00:00,2581.26,17.7,Weekday,1,23,Winter,39.1,0,1.08
2022-01-11 00:00:00,2792.8,18.8,Weekday,1,0,Winter,35.7,0,1.17
2022-01-11 01:00:00,3151.6,16.6,Weekday,1,1,Winter,27.0,0,1.18
2022-01-11 02:00:00,1969.58,16.8,Weekday,1,2,Winter,35.0,0,0.89
2022-01-11 03:00:00,1798.38,19.4,Weekday,1,3,Winter,29.3,0,0.97
2022-01-11 04:00:00,2067.42,15.5,Weekday,1,4,Winter,17.9,0,0.79
2022-01-11 05:00:00,2417.28,19.2,Weekday,1,5,Winter,24.1,0,1.08
2022-01-11 06:00:00,5231.82,16.9,Weekday,1,6,Winter,48.8,0,0.92
2022-01-11 07:00:00,5370.8,16.2,Weekday,1,7,Winter,35.8,0,1.04
2022-01-11 08:00:00,5336.88,16.1,Weekday,1,8,Winter,23.7,0,0.97
2022-01-11 09:00:00,6065.43,22.3,Weekday,1,9,Winter,28.1,0,1.1
2022-01-11 10:00:00,4131.82,21.1,Weekday,1,10,Winter,34.4,0,1.13
2022-01-11 11:00:00,4183.8,19.0,Weekday,1,11,Winter,42.7,0,1.08
2022-01-11 12:00:00,3674.12,20.0,Weekday,1,12,Winter,46.9,0,0.98
2022-01-11 13:00:00,3837.83,23.1,Weekday,1,13,Winter,51.1,0,0.97
2022-01-11 14:00:00,4107.91,14.9,Weekday,1,14,Winter,30.6,0,0.99
2022-01-11 15:00:00,4160.49,18.4,Weekday,1,15,Winter,33.5,0,0.98
2022-01-11 16:00:00,4182.61,22.1,Weekday,1,16,Winter,34.1,0,1.08
2022-01-11 17:00:00,4626.65,18.7,Weekday,1,17,Winter,31.2,0,0.93
2022-01-11 18:00:00,6235.79,18.1,Weekday,1,18,Winter,28.9,0,1.1
2022-01-11 19:00:00,5445.55,13.2,Weekday,1,19,Winter,36.0,0,0.89
2022-01-11 20:00:00,5321.42,21.9,Weekday,1,20,Winter,44.5,0,0.99
2022-01-11 21:00:00,5935.01,16.4,Weekday,1,21,Winter,40.3,0,1.13
2022-01-11 22:00:00,2755.02,21.3,Weekday,1,22,Winter,27.5,0,1.18
2022-01-11 23:00:00,2302.4,18.4,Weekday,1,23,Winter,28.3,0,1.06
2022-01-12 00:00:00,2656.14,17.0,Weekday,1,0,Winter,39.5,0,1.15
2022-01-12 01:00:00,1500.0,19.4,Weekday,1,1,Winter,45.6,0,0.75
2022-01-12 02:00:00,2462.87,16.0,Weekday,1,2,Winter,21.2,0,0.93
2022-01-12 03:00:00,2694.77,15.6,Weekday,1,3,Winter,33.6,0,1.07
2022-01-12 04:00:00,2039.83,17.3,Weekday,1,4,Winter,44.1,0,0.91
2022-01-12 05:00:00,2727.37,12.4,Weekday,1,5,Winter,49.1,0,1.0
2022-01-12 06:00:00,6052.24,16.0,Weekday,1,6,Winter,30.9,0,1.0
2022-01-12 07:00:00,5876.57,18.2,Weekday,1,7,Winter,44.4,0,1.08
2022-01-12 08:00:00,5688.42,16.3,Weekday,1,8,Winter,33.4,0,1.02
2022-01-12 09:00:00,5497.79,19.2,Weekday,1,9,Winter,41.4,0,1.04
2022-01-12 10:00:00,3356.39,17.3,Weekday,1,10,Winter,43.3,0,0.84
2022-01-12 11:00:00,2759.22,20.0,Weekday,1,11,Winter,55.0,0,0.75
2022-01-12 12:00:00,3290.23,20.4,Weekday,1,12,Winter,40.2,0,0.94
2022-01-12 13:00:00,5057.34,15.2,Weekday,1,13,Winter,32.2,0,1.23
2022-01-12 14:00:00,4146.97,19.7,Weekday,1,14,Winter,35.6,0,1.09
2022-01-12 15:00:00,4378.82,24.3,Weekday,1,15,Winter,36.1,0,1.03
2022-01-12 16:00:00,4107.27,20.4,Weekday,1,16,Winter,40.5,0,1.16
2022-01-12 17:00:00,4850.01,21.9,Weekday,1,17,Winter,37.1,0,0.93
2022-01-12 18:00:00,6016.32,16.9,Weekday,1,18,Winter,37.3,0,1.07
2022-01-12 19:00:00,6053.12,21.9,Weekday,1,19,Winter,31.7,0,1.09
2022-01-12 20:00:00,4972.32,20.6,Weekday,1,20,Winter,40.1,0,0.92
2022-01-12 21:00:00,6623.98,16.2,Weekday,1,21,Winter,32.6,0,1.18
2022-01-12 22:00:00,2196.56,16.5,Weekday,1,22,Winter,23.1,0,1.04
2022-01-12 23:00:00,1778.86,21.8,Weekday,1,23,Winter,24.2,0,0.96
2022-01-13 00:00:00,2428.43,15.3,Weekday,1,0,Winter,50.9,0,0.91
2022-01-13 01:00:00,3046.3,15.2,Weekday,1,1,Winter,44.3,0,1.27
2022-01-13 02:00:00,3101.2,9.7,Weekday,1,2,Winter,20.5,0,1.27
2022-01-13 03:00:00,3008.12,20.3,Weekday,1,3,Winter,48.3,0,1.29
2022-01-13 04:00:00,2630.54,19.0,Weekday,1,4,Winter,42.0,0,1.13
2022-01-13 05:00:00,2377.49,17.5,Weekday,1,5,Winter,26.9,0,1.04
2022-01-13 06:00:00,6020.46,12.1,Weekday,1,6,Winter,24.5,0,1.03
2022-01-13 07:00:00,6135.59,17.8,Weekday,1,7,Winter,43.6,0,1.18
2022-01-13 08:00:00,6575.8,14.2,Weekday,1,8,Winter,24.6,0,1.14
2022-01-13 09:00:00,4785.84,18.9,Weekday,1,9,Winter,35.5,0,0.95
2022-01-13 10:00:00,4466.45,15.4,Weekday,1,10,Winter,18.5,0,1.07
2022-01-13 11:00:00,4603.56,17.2,Weekday,1,11,Winter,36.7,0,1.1
2022-01-13 12:00:00,4020.15,17.6,Weekday,1,12,Winter,35.7,0,1.0
2022-01-13 13:00:00,3981.25,17.4,Weekday,1,13,Winter,27.4,0,1.05
2022-01-13 14:00:00,5043.3,13.0,Weekday,1,14,Winter,22.0,0,1.22
2022-01-13 15:00:00,4894.84,15.1,Weekday,1,15,Winter,31.5,0,1.13
2022-01-13 16:00:00,4811.49,15.2,Weekday,1,16,Winter,26.1,0,1.07
2022-01-13 17:00:00,6409.86,13.7,Weekday,1,17,Winter,40.8,0,1.07
2022-01-13 18:00:00,5715.73,16.7,Weekday,1,18,Winter,34.9,0,1.03
2022-01-13 19:00:00,6349.86,20.1,Weekday,1,19,Winter,28.9,0,1.26
